2024-05-01 14:29:49,137 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Configure stats pid to 1022403
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Loading settings from /home/user126/.config/wandb/settings
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Loading settings from /home/user126/TFformer/model/wandb/settings
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'model/transformer.py', 'program_abspath': '/home/user126/TFformer/model/transformer.py', 'program': '/home/user126/TFformer/model/transformer.py'}
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:_log_setup():524] Logging user logs to ./wandb/run-20240501_142949-in8t8gui/logs/debug.log
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:_log_setup():525] Logging internal logs to ./wandb/run-20240501_142949-in8t8gui/logs/debug-internal.log
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7fa68de8a1d0>
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:init():564] calling init triggers
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {}
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:init():614] starting backend
2024-05-01 14:29:49,138 INFO    MainThread:1022403 [wandb_init.py:init():618] setting up manager
2024-05-01 14:29:49,139 INFO    MainThread:1022403 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-01 14:29:49,140 INFO    MainThread:1022403 [wandb_init.py:init():624] backend started and connected
2024-05-01 14:29:49,142 INFO    MainThread:1022403 [wandb_run.py:_label_probe_notebook():1294] probe notebook
